"","PercID","TargID","GroupID","known_either","FE_seen","FE_known","FE_verb","FE_num","FE_spat","FE_crea","FE_intra","FE_inter","FE_obs_verb","FE_obs_num","FE_obs_spat","FE_obs_crea","FE_obs_intra","FE_obs_inter","FE_humor","FE_attract","FE_symp","FE_STR","FE_LTR","FE_Match","FE_verb_acq","FE_num_acq","FE_spat_acq","FE_crea_acq","FE_intra_acq","FE_inter_acq","FE_obs_verb_acq","FE_obs_num_acq","FE_obs_spat_acq","FE_obs_crea_acq","FE_obs_intra_acq","FE_obs_inter_acq","FE_humor_acq","FE_attract_acq","FE_symp_acq","FE_STR_acq","FE_LTR_acq","FE_Match_acq"
"523","SD_2_09_M","SD_2_11_W",2,0,0,0,4,3,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,0,4,3,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,0
"524","SD_2_09_M","SD_2_12_W",2,0,1,0,4,3,3,2,4,4,4,2,2,3,5,4,5,5,4,3,3,0,4,3,3,2,4,4,4,2,2,3,5,4,5,5,4,3,3,0
"525","SD_2_09_W","SD_2_01_M",2,0,0,0,4,3,3,3,4,4,3,2,2,2,2,3,4,3,4,2,1,0,4,3,3,3,4,4,3,2,2,2,2,3,4,3,4,2,1,0
"526","SD_2_09_W","SD_2_02_M",2,0,0,0,3,5,5,3,3,4,2,4,4,2,2,3,4,3,3,2,1,0,3,5,5,3,3,4,2,4,4,2,2,3,4,3,3,2,1,0
"527","SD_2_09_W","SD_2_03_M",2,0,0,0,3,4,4,3,3,4,2,2,2,2,2,2,3,2,3,2,1,0,3,4,4,3,3,4,2,2,2,2,2,2,3,2,3,2,1,0
"528","SD_2_09_W","SD_2_04_M",2,0,0,0,4,3,3,3,3,4,3,1,1,1,1,4,3,4,4,2,1,1,4,3,3,3,3,4,3,1,1,1,1,4,3,4,4,2,1,1
"529","SD_2_09_W","SD_2_05_M",2,NA,NA,NA,4,3,3,4,3,4,3,2,2,2,2,3,4,2,4,2,1,0,4,3,3,4,3,4,3,2,2,2,2,3,4,2,4,2,1,0
"530","SD_2_09_W","SD_2_06_M",2,0,0,0,4,4,4,2,3,4,2,3,3,2,2,3,4,3,5,2,1,0,4,4,4,2,3,4,2,3,3,2,2,3,4,3,5,2,1,0
"531","SD_2_09_W","SD_2_07_M",2,0,0,0,5,3,3,4,4,5,4,2,2,3,3,4,5,5,5,4,3,1,5,3,3,4,4,5,4,2,2,3,3,4,5,5,5,4,3,1
"532","SD_2_09_W","SD_2_08_M",2,0,0,0,4,3,3,3,3,4,3,1,1,1,2,3,4,4,4,3,3,1,4,3,3,3,3,4,3,1,1,1,2,3,4,4,4,3,3,1
"533","SD_2_09_W","SD_2_09_M",2,1,1,1,4,3,4,3,3,4,2,2,4,2,2,4,4,3,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","SD_2_09_W","SD_2_10_M",2,1,1,1,3,4,4,2,3,3,2,3,3,2,2,3,3,1,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","SD_2_09_W","SD_2_11_M",2,0,0,0,5,5,3,3,3,4,3,3,1,1,1,3,3,3,4,1,1,0,5,5,3,3,3,4,3,3,1,1,1,3,3,3,4,1,1,0
"536","SD_2_09_W","SD_2_12_M",2,0,0,0,4,4,4,4,4,4,3,3,3,3,3,3,4,5,5,3,2,1,4,4,4,4,4,4,3,3,3,3,3,3,4,5,5,3,2,1
"537","SD_2_09_W","SD_2_13_M",2,1,1,1,4,4,4,4,4,4,3,2,2,2,2,4,5,5,5,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","SD_2_10_M","SD_2_01_W",2,0,0,0,5,3,4,5,4,4,5,4,3,3,4,4,4,3,5,2,2,0,5,3,4,5,4,4,5,4,3,3,4,4,4,3,5,2,2,0
"539","SD_2_10_M","SD_2_02_W",2,0,0,0,5,4,4,5,4,5,5,3,3,5,4,4,5,5,4,4,4,1,5,4,4,5,4,5,5,3,3,5,4,4,5,5,4,4,4,1
"540","SD_2_10_M","SD_2_03_W",2,0,0,0,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,1,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,1
"541","SD_2_10_M","SD_2_04_W",2,0,0,0,5,4,4,5,3,3,4,4,4,4,3,3,3,3,4,2,1,0,5,4,4,5,3,3,4,4,4,4,3,3,3,3,4,2,1,0
"542","SD_2_10_M","SD_2_05_W",2,0,0,0,4,3,4,4,4,4,5,3,4,3,3,4,4,2,5,1,1,0,4,3,4,4,4,4,5,3,4,3,3,4,4,2,5,1,1,0
"543","SD_2_10_M","SD_2_06_W",2,1,1,1,5,4,4,4,5,5,4,4,4,5,5,4,5,4,5,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","SD_2_10_M","SD_2_07_W",2,1,1,1,5,4,4,5,5,5,5,3,4,5,5,5,5,5,5,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","SD_2_10_M","SD_2_08_W",2,0,0,0,5,4,3,5,4,4,4,3,3,5,3,4,4,2,4,1,1,0,5,4,3,5,4,4,4,3,3,5,3,4,4,2,4,1,1,0
"546","SD_2_10_M","SD_2_09_W",2,1,1,0,5,3,4,5,4,5,4,2,4,4,4,5,5,4,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","SD_2_10_M","SD_2_10_W",2,1,1,0,4,4,4,4,5,5,4,4,4,4,4,5,4,5,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","SD_2_10_M","SD_2_11_W",2,1,1,0,5,4,4,4,4,4,3,4,4,5,3,3,3,3,4,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","SD_2_10_M","SD_2_12_W",2,1,1,0,5,4,4,5,5,5,4,3,3,5,4,5,5,5,5,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","SD_2_10_W","SD_2_01_M",2,0,0,0,2,4,3,2,2,2,2,3,2,2,2,4,3,1,3,1,1,0,2,4,3,2,2,2,2,3,2,2,2,4,3,1,3,1,1,0
"551","SD_2_10_W","SD_2_02_M",2,0,0,0,4,5,5,2,3,5,3,4,4,2,1,4,4,4,5,3,2,0,4,5,5,2,3,5,3,4,4,2,1,4,4,4,5,3,2,0
"552","SD_2_10_W","SD_2_03_M",2,0,0,0,4,4,2,2,2,2,3,2,2,2,3,4,4,2,4,1,1,0,4,4,2,2,2,2,3,2,2,2,3,4,4,2,4,1,1,0
"553","SD_2_10_W","SD_2_04_M",2,NA,NA,NA,4,3,2,4,4,4,3,2,2,2,2,3,2,2,4,1,1,0,4,3,2,4,4,4,3,2,2,2,2,3,2,2,4,1,1,0
"554","SD_2_10_W","SD_2_05_M",2,0,0,0,4,4,4,5,3,5,4,2,2,3,2,4,4,2,5,1,1,0,4,4,4,5,3,5,4,2,2,3,2,4,4,2,5,1,1,0
"555","SD_2_10_W","SD_2_06_M",2,0,0,0,4,5,5,1,2,2,2,4,4,5,1,2,3,2,4,1,1,0,4,5,5,1,2,2,2,4,4,5,1,2,3,2,4,1,1,0
"556","SD_2_10_W","SD_2_07_M",2,0,0,0,4,3,2,5,3,5,3,1,1,4,2,4,4,4,5,2,1,NA,4,3,2,5,3,5,3,1,1,4,2,4,4,4,5,2,1,NA
"557","SD_2_10_W","SD_2_08_M",2,0,0,0,3,4,3,4,3,3,2,2,2,3,2,4,3,2,4,1,1,0,3,4,3,4,3,3,2,2,2,3,2,4,3,2,4,1,1,0
"558","SD_2_10_W","SD_2_09_M",2,0,0,0,4,4,4,3,4,5,2,2,2,2,2,4,5,3,5,2,2,0,4,4,4,3,4,5,2,2,2,2,2,4,5,3,5,2,2,0
"559","SD_2_10_W","SD_2_10_M",2,1,1,1,4,3,3,2,4,4,2,2,1,3,1,2,4,2,5,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","SD_2_10_W","SD_2_11_M",2,0,0,0,4,4,2,1,4,4,3,2,2,4,2,3,3,3,5,1,2,0,4,4,2,1,4,4,3,2,2,4,2,3,3,3,5,1,2,0
"561","SD_2_10_W","SD_2_12_M",2,0,0,0,4,2,3,4,4,4,2,2,1,4,2,3,3,4,5,5,4,1,4,2,3,4,4,4,2,2,1,4,2,3,3,4,5,5,4,1
"562","SD_2_10_W","SD_2_13_M",2,1,1,1,4,5,4,3,4,5,4,4,5,2,2,4,5,4,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","SD_2_11_M","SD_2_01_W",2,0,0,0,4,2,4,4,4,3,4,2,3,3,3,4,4,2,3,3,1,0,4,2,4,4,4,3,4,2,3,3,3,4,4,2,3,3,1,0
"564","SD_2_11_M","SD_2_02_W",2,0,0,0,4,2,3,5,4,3,4,2,3,5,2,3,4,4,4,3,4,1,4,2,3,5,4,3,4,2,3,5,2,3,4,4,4,3,4,1
"565","SD_2_11_M","SD_2_03_W",2,0,0,0,3,4,1,4,3,4,3,3,5,3,4,3,4,4,5,2,5,1,3,4,1,4,3,4,3,3,5,3,4,3,4,4,5,2,5,1
"566","SD_2_11_M","SD_2_04_W",2,0,0,0,4,4,4,3,2,2,3,4,4,3,5,4,3,3,4,3,2,0,4,4,4,3,2,2,3,4,4,3,5,4,3,3,4,3,2,0
"567","SD_2_11_M","SD_2_05_W",2,0,0,0,4,3,NA,4,4,3,3,3,NA,4,4,3,5,4,4,5,5,1,4,3,NA,4,4,3,3,3,NA,4,4,3,5,4,4,5,5,1
"568","SD_2_11_M","SD_2_06_W",2,0,0,0,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,0,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,0
"569","SD_2_11_M","SD_2_07_W",2,0,0,0,4,2,2,5,2,3,3,3,3,5,4,3,3,4,2,5,2,0,4,2,2,5,2,3,3,3,3,5,4,3,3,4,2,5,2,0
"570","SD_2_11_M","SD_2_08_W",2,0,0,0,3,2,2,4,5,5,3,4,4,5,4,5,2,2,4,2,2,0,3,2,2,4,5,5,3,4,4,5,4,5,2,2,4,2,2,0
"571","SD_2_11_M","SD_2_09_W",2,0,0,0,3,3,4,4,3,4,3,3,2,2,NA,4,3,4,2,4,2,0,3,3,4,4,3,4,3,3,2,2,NA,4,3,4,2,4,2,0
"572","SD_2_11_M","SD_2_10_W",2,0,0,0,4,2,2,4,3,2,3,3,2,NA,4,4,2,2,2,2,2,0,4,2,2,4,3,2,3,3,2,NA,4,4,2,2,2,2,2,0
"573","SD_2_11_M","SD_2_11_W",2,0,0,0,3,3,4,5,5,4,2,2,2,4,3,3,3,2,3,4,2,0,3,3,4,5,5,4,2,2,2,4,3,3,3,2,3,4,2,0
"574","SD_2_11_M","SD_2_12_W",2,0,0,0,5,3,3,5,5,4,4,3,3,4,4,3,4,5,4,4,4,1,5,3,3,5,5,4,4,3,3,4,4,3,4,5,4,4,4,1
"575","SD_2_11_W","SD_2_01_M",2,0,0,0,3,5,4,3,3,2,3,4,4,3,3,3,2,1,2,1,1,0,3,5,4,3,3,2,3,4,4,3,3,3,2,1,2,1,1,0
"576","SD_2_11_W","SD_2_02_M",2,0,0,0,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,1,1,0,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,1,1,0
"577","SD_2_11_W","SD_2_03_M",2,0,0,0,4,4,4,3,3,4,3,3,3,3,3,3,4,1,4,1,1,0,4,4,4,3,3,4,3,3,3,3,3,3,4,1,4,1,1,0
"578","SD_2_11_W","SD_2_04_M",2,0,0,0,3,3,3,4,3,3,3,3,3,5,2,2,2,2,3,1,1,0,3,3,3,4,3,3,3,3,3,5,2,2,2,2,3,1,1,0
"579","SD_2_11_W","SD_2_05_M",2,0,0,0,5,4,4,4,4,4,4,4,3,4,2,2,4,2,4,2,2,0,5,4,4,4,4,4,4,4,3,4,2,2,4,2,4,2,2,0
"580","SD_2_11_W","SD_2_06_M",2,NA,NA,NA,3,4,4,2,2,2,3,4,4,3,3,3,2,2,2,1,1,0,3,4,4,2,2,2,3,4,4,3,3,3,2,2,2,1,1,0
"581","SD_2_11_W","SD_2_07_M",2,NA,NA,NA,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,3,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,3,1
"582","SD_2_11_W","SD_2_08_M",2,0,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,0,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,0
"583","SD_2_11_W","SD_2_09_M",2,0,1,0,4,3,3,4,4,5,4,3,3,4,4,4,4,4,4,3,3,1,4,3,3,4,4,5,4,3,3,4,4,4,4,4,4,3,3,1
"584","SD_2_11_W","SD_2_10_M",2,1,1,1,3,5,4,4,4,4,2,5,4,2,3,3,4,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","SD_2_11_W","SD_2_11_M",2,0,0,0,3,3,3,2,2,3,4,4,4,4,2,2,2,2,3,1,1,0,3,3,3,2,2,3,4,4,4,4,2,2,2,2,3,1,1,0
"586","SD_2_11_W","SD_2_12_M",2,0,0,0,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,0,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,0
"587","SD_2_11_W","SD_2_13_M",2,1,1,1,4,5,5,4,4,5,5,5,5,4,4,5,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","SD_2_12_M","SD_2_01_W",2,0,0,0,3,3,3,5,3,3,2,3,2,3,3,3,3,2,4,2,1,0,3,3,3,5,3,3,2,3,2,3,3,3,3,2,4,2,1,0
"589","SD_2_12_M","SD_2_02_W",2,0,0,0,4,4,3,5,3,4,4,4,4,4,3,3,3,4,4,2,1,0,4,4,3,5,3,4,4,4,4,4,3,3,3,4,4,2,1,0
"590","SD_2_12_M","SD_2_03_W",2,0,0,0,4,4,3,3,4,4,4,3,3,3,4,4,4,3,4,2,1,0,4,4,3,3,4,4,4,3,3,3,4,4,4,3,4,2,1,0
"591","SD_2_12_M","SD_2_04_W",2,NA,0,0,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,1,1,0,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,1,1,0
"592","SD_2_12_M","SD_2_05_W",2,0,0,0,3,4,3,4,2,3,3,3,3,3,3,3,4,3,4,1,1,0,3,4,3,4,2,3,3,3,3,3,3,3,4,3,4,1,1,0
"593","SD_2_12_M","SD_2_06_W",2,0,0,0,4,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,1,0,4,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,1,0
"594","SD_2_12_M","SD_2_07_W",2,0,0,0,4,2,3,4,2,4,4,3,3,3,4,4,4,4,4,3,1,0,4,2,3,4,2,4,4,3,3,3,4,4,4,4,4,3,1,0
"595","SD_2_12_M","SD_2_08_W",2,0,0,0,2,2,2,3,2,2,4,4,4,4,4,4,1,1,2,1,1,0,2,2,2,3,2,2,4,4,4,4,4,4,1,1,2,1,1,0
"596","SD_2_12_M","SD_2_09_W",2,0,0,0,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,1,0,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,1,0
"597","SD_2_12_M","SD_2_10_W",2,0,0,0,4,4,3,4,3,4,2,2,2,2,2,3,4,3,4,2,1,0,4,4,3,4,3,4,2,2,2,2,2,3,4,3,4,2,1,0
"598","SD_2_12_M","SD_2_11_W",2,0,0,0,4,3,3,2,4,4,4,4,4,4,4,4,3,3,3,1,1,0,4,3,3,2,4,4,4,4,4,4,4,4,3,3,3,1,1,0
"599","SD_2_12_M","SD_2_12_W",2,0,0,0,4,3,3,4,3,5,4,4,4,4,3,5,4,4,5,4,2,1,4,3,3,4,3,5,4,4,4,4,3,5,4,4,5,4,2,1
"600","SD_2_12_W","SD_2_01_M",2,0,0,0,3,3,3,3,2,2,3,3,3,4,2,4,4,1,3,1,1,0,3,3,3,3,2,2,3,3,3,4,2,4,4,1,3,1,1,0
"601","SD_2_12_W","SD_2_02_M",2,0,0,0,4,5,5,3,4,4,4,5,4,3,3,4,3,3,4,1,2,0,4,5,5,3,4,4,4,5,4,3,3,4,3,3,4,1,2,0
"602","SD_2_12_W","SD_2_03_M",2,0,0,0,2,5,3,1,2,2,4,4,3,4,3,4,1,1,3,1,1,0,2,5,3,1,2,2,4,4,3,4,3,4,1,1,3,1,1,0
"603","SD_2_12_W","SD_2_04_M",2,0,0,0,3,2,2,2,4,3,3,3,3,2,2,3,1,1,2,1,1,0,3,2,2,2,4,3,3,3,3,2,2,3,1,1,2,1,1,0
"604","SD_2_12_W","SD_2_05_M",2,0,0,0,4,3,2,1,3,2,3,3,2,5,4,5,1,1,3,1,1,0,4,3,2,1,3,2,3,3,2,5,4,5,1,1,3,1,1,0
"605","SD_2_12_W","SD_2_06_M",2,0,0,0,3,4,4,1,2,3,3,4,4,3,3,4,2,2,4,1,1,0,3,4,4,1,2,3,3,4,4,3,3,4,2,2,4,1,1,0
"606","SD_2_12_W","SD_2_07_M",2,0,0,0,5,3,3,5,4,5,4,3,3,5,4,5,4,4,5,4,2,1,5,3,3,5,4,5,4,3,3,5,4,5,4,4,5,4,2,1
"607","SD_2_12_W","SD_2_08_M",2,0,0,0,5,3,3,5,4,5,4,3,3,5,4,4,4,3,4,3,1,0,5,3,3,5,4,5,4,3,3,5,4,4,4,3,4,3,1,0
"608","SD_2_12_W","SD_2_09_M",2,0,1,0,5,3,3,4,4,5,4,4,4,3,4,4,4,3,4,2,1,0,5,3,3,4,4,5,4,4,4,3,4,4,4,3,4,2,1,0
"609","SD_2_12_W","SD_2_10_M",2,1,1,1,4,3,2,2,4,3,4,4,3,2,4,3,2,1,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","SD_2_12_W","SD_2_11_M",2,0,0,0,4,5,5,1,3,3,3,5,3,5,4,4,1,1,3,1,1,0,4,5,5,1,3,3,3,5,3,5,4,4,1,1,3,1,1,0
"611","SD_2_12_W","SD_2_12_M",2,0,0,0,3,5,5,2,3,3,5,4,4,2,3,4,2,2,4,1,1,0,3,5,5,2,3,3,5,4,4,2,3,4,2,2,4,1,1,0
"612","SD_2_12_W","SD_2_13_M",2,1,1,1,5,5,5,3,4,4,4,5,5,4,3,4,5,4,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","SD_2_13_M","SD_2_01_W",2,0,0,0,5,4,3,4,3,4,4,3,3,4,2,4,3,2,4,1,1,0,5,4,3,4,3,4,4,3,3,4,2,4,3,2,4,1,1,0
"614","SD_2_13_M","SD_2_02_W",2,0,0,0,4,3,2,4,3,3,4,3,3,4,2,3,3,3,3,2,1,0,4,3,2,4,3,3,4,3,3,4,2,3,3,3,3,2,1,0
"615","SD_2_13_M","SD_2_03_W",2,0,0,0,3,3,3,3,3,4,3,3,2,3,2,4,3,2,4,1,1,0,3,3,3,3,3,4,3,3,2,3,2,4,3,2,4,1,1,0
"616","SD_2_13_M","SD_2_04_W",2,0,0,0,3,2,2,2,3,2,3,3,3,3,3,4,2,1,3,1,1,0,3,2,2,2,3,2,3,3,3,3,3,4,2,1,3,1,1,0
"617","SD_2_13_M","SD_2_05_W",2,0,0,0,4,4,4,3,3,3,3,3,3,2,2,4,2,2,4,1,1,0,4,4,4,3,3,3,3,3,3,2,2,4,2,2,4,1,1,0
"618","SD_2_13_M","SD_2_06_W",2,0,1,0,4,3,3,4,4,4,3,3,3,2,3,4,4,4,4,3,2,1,4,3,3,4,4,4,3,3,3,2,3,4,4,4,4,3,2,1
"619","SD_2_13_M","SD_2_07_W",2,1,1,1,4,4,3,4,3,3,4,4,3,4,2,4,4,3,4,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","SD_2_13_M","SD_2_08_W",2,0,0,0,4,3,3,5,3,3,4,3,2,4,2,4,3,1,4,1,1,0,4,3,3,5,3,3,4,3,2,4,2,4,3,1,4,1,1,0
"621","SD_2_13_M","SD_2_09_W",2,1,1,0,3,2,3,4,3,3,3,3,2,2,2,4,2,3,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","SD_2_13_M","SD_2_10_W",2,1,1,1,4,2,2,4,3,3,4,4,4,3,4,4,3,3,4,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","SD_2_13_M","SD_2_11_W",2,1,1,1,4,2,2,4,2,3,4,4,2,3,4,4,4,3,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","SD_2_13_M","SD_2_12_W",2,1,1,1,4,3,3,4,4,5,4,4,3,4,3,4,5,3,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","SD_3_01_M","SD_3_01_W",3,0,0,0,4,4,4,4,4,5,2,2,2,2,2,4,4,4,4,5,4,1,4,4,4,4,4,5,2,2,2,2,2,4,4,4,4,5,4,1
"626","SD_3_01_M","SD_3_02_W",3,0,0,0,4,4,4,3,3,4,2,4,4,2,1,3,4,3,4,4,4,1,4,4,4,3,3,4,2,4,4,2,1,3,4,3,4,4,4,1
"627","SD_3_01_M","SD_3_03_W",3,1,1,1,4,3,3,4,5,5,5,5,5,5,5,5,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","SD_3_01_M","SD_3_04_W",3,0,0,0,4,3,4,4,4,4,4,1,1,3,3,4,4,4,4,4,2,1,4,3,4,4,4,4,4,1,1,3,3,4,4,4,4,4,2,1
"629","SD_3_01_M","SD_3_05_W",3,0,0,0,4,3,2,3,3,5,4,1,2,1,1,4,2,3,4,4,1,1,4,3,2,3,3,5,4,1,2,1,1,4,2,3,4,4,1,1
"630","SD_3_01_M","SD_3_06_W",3,0,0,0,4,3,3,4,3,4,3,1,1,3,1,3,3,2,4,2,3,0,4,3,3,4,3,4,3,1,1,3,1,3,3,2,4,2,3,0
"631","SD_3_01_M","SD_3_07_W",3,0,0,0,3,4,3,4,4,4,2,3,1,3,2,2,2,4,4,5,2,1,3,4,3,4,4,4,2,3,1,3,2,2,2,4,4,5,2,1
"632","SD_3_01_M","SD_3_08_W",3,0,0,0,4,5,3,3,4,4,2,4,5,2,2,4,4,4,4,5,4,1,4,5,3,3,4,4,2,4,5,2,2,4,4,4,4,5,4,1
"633","SD_3_01_M","SD_3_09_W",3,0,0,0,4,3,3,4,4,5,4,2,1,4,4,4,3,5,4,2,4,1,4,3,3,4,4,5,4,2,1,4,4,4,3,5,4,2,4,1
"634","SD_3_01_M","SD_3_10_W",3,0,0,0,4,3,3,4,4,4,3,1,1,2,4,4,4,5,5,5,5,1,4,3,3,4,4,4,3,1,1,2,4,4,4,5,5,5,5,1
"635","SD_3_01_M","SD_3_11_W",3,0,0,0,4,2,2,4,2,2,2,4,3,5,1,4,2,3,2,1,1,0,4,2,2,4,2,2,2,4,3,5,1,4,2,3,2,1,1,0
"636","SD_3_01_M","SD_3_12_W",3,0,0,0,4,3,3,4,4,4,4,1,1,3,4,4,4,3,5,1,2,1,4,3,3,4,4,4,4,1,1,3,4,4,4,3,5,1,2,1
"637","SD_3_01_M","SD_3_13_W",3,0,0,0,4,2,3,3,3,3,5,1,1,2,3,3,2,4,2,2,1,0,4,2,3,3,3,3,5,1,1,2,3,3,2,4,2,2,1,0
"638","SD_3_01_M","SD_3_14_W",3,0,0,0,4,2,3,4,4,4,3,1,1,3,3,3,4,2,4,1,1,0,4,2,3,4,4,4,3,1,1,3,3,3,4,2,4,1,1,0
"639","SD_3_01_W","SD_3_01_M",3,0,0,0,4,4,4,2,3,4,3,4,3,4,3,3,4,3,4,3,3,1,4,4,4,2,3,4,3,4,3,4,3,3,4,3,4,3,3,1
"640","SD_3_01_W","SD_3_13_M",3,0,0,0,2,4,3,2,3,2,3,3,4,4,4,3,2,2,3,1,1,0,2,4,3,2,3,2,3,3,4,4,4,3,2,2,3,1,1,0
"641","SD_3_01_W","SD_3_12_M",3,0,1,0,4,4,4,5,3,4,4,3,4,4,3,4,4,5,4,4,4,1,4,4,4,5,3,4,4,3,4,4,3,4,4,5,4,4,4,1
"642","SD_3_01_W","SD_3_11_M",3,0,0,0,2,3,3,3,4,3,4,3,3,4,4,3,2,2,3,2,1,0,2,3,3,3,4,3,4,3,3,4,4,3,2,2,3,2,1,0
"643","SD_3_01_W","SD_3_10_M",3,0,0,0,2,4,3,2,3,4,3,4,3,4,3,4,4,2,3,1,1,0,2,4,3,2,3,4,3,4,3,4,3,4,4,2,3,1,1,0
"644","SD_3_01_W","SD_3_09_M",3,0,0,0,2,4,3,2,2,3,4,3,3,4,4,3,2,4,2,2,2,0,2,4,3,2,2,3,4,3,3,4,4,3,2,4,2,2,2,0
"645","SD_3_01_W","SD_3_08_M",3,0,0,0,2,4,4,2,2,2,4,5,4,4,3,4,2,2,3,2,1,0,2,4,4,2,2,2,4,5,4,4,3,4,2,2,3,2,1,0
"646","SD_3_01_W","SD_3_07_M",3,0,0,0,3,4,3,2,3,3,4,4,3,4,4,4,3,3,4,3,2,0,3,4,3,2,3,3,4,4,3,4,4,4,3,3,4,3,2,0
"647","SD_3_01_W","SD_3_06_M",3,0,0,0,4,4,4,2,3,4,4,4,3,2,4,4,4,3,4,3,2,0,4,4,4,2,3,4,4,4,3,2,4,4,4,3,4,3,2,0
"648","SD_3_01_W","SD_3_05_M",3,0,1,0,3,2,3,2,4,4,3,4,4,3,4,3,3,3,3,2,2,0,3,2,3,2,4,4,3,4,4,3,4,3,3,3,3,2,2,0
"649","SD_3_01_W","SD_3_04_M",3,0,0,0,3,4,3,2,3,3,4,4,4,4,3,3,4,3,4,3,3,0,3,4,3,2,3,3,4,4,4,4,3,3,4,3,4,3,3,0
"650","SD_3_01_W","SD_3_03_M",3,0,0,0,4,3,4,3,2,3,4,3,4,4,3,3,3,3,4,3,2,0,4,3,4,3,2,3,4,3,4,4,3,3,3,3,4,3,2,0
"651","SD_3_01_W","SD_3_02_M",3,0,0,0,4,2,3,4,3,3,5,3,3,4,3,4,3,3,3,3,2,0,4,2,3,4,3,3,5,3,3,4,3,4,3,3,3,3,2,0
"652","SD_3_02_M","SD_3_02_W",3,0,0,0,3,5,4,2,3,3,4,4,2,1,2,3,2,3,4,4,2,0,3,5,4,2,3,3,4,4,2,1,2,3,2,3,4,4,2,0
"653","SD_3_02_M","SD_3_03_W",3,1,1,1,4,2,2,3,4,4,4,4,3,2,2,3,4,3,4,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
