"","PercID","TargID","GroupID","known_either","FE_seen","FE_known","FE_verb","FE_num","FE_spat","FE_crea","FE_intra","FE_inter","FE_obs_verb","FE_obs_num","FE_obs_spat","FE_obs_crea","FE_obs_intra","FE_obs_inter","FE_humor","FE_attract","FE_symp","FE_STR","FE_LTR","FE_Match","FE_verb_acq","FE_num_acq","FE_spat_acq","FE_crea_acq","FE_intra_acq","FE_inter_acq","FE_obs_verb_acq","FE_obs_num_acq","FE_obs_spat_acq","FE_obs_crea_acq","FE_obs_intra_acq","FE_obs_inter_acq","FE_humor_acq","FE_attract_acq","FE_symp_acq","FE_STR_acq","FE_LTR_acq","FE_Match_acq"
"1071","SD_4_04_M","SD_4_08_W",4,0,0,0,2,4,2,1,3,2,4,3,2,4,3,4,4,4,4,5,3,1,2,4,2,1,3,2,4,3,2,4,3,4,4,4,4,5,3,1
"1072","SD_4_04_M","SD_4_09_W",4,0,0,0,2,2,2,4,3,4,4,3,1,4,4,4,2,2,3,2,1,0,2,2,2,4,3,4,4,3,1,4,4,4,2,2,3,2,1,0
"1073","SD_4_04_M","SD_4_10_W",4,0,0,0,4,4,2,3,5,4,4,2,3,3,5,4,4,4,3,5,4,1,4,4,2,3,5,4,4,2,3,3,5,4,4,4,3,5,4,1
"1074","SD_4_04_M","SD_4_11_W",4,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","SD_4_04_M","SD_4_13_W",4,0,0,0,2,3,2,4,3,2,5,4,4,4,3,5,2,3,2,3,1,0,2,3,2,4,3,2,5,4,4,4,3,5,2,3,2,3,1,0
"1076","SD_4_04_M","SD_4_01_W",4,0,0,0,2,3,3,2,4,5,4,4,3,4,4,5,4,1,4,1,1,0,2,3,3,2,4,5,4,4,3,4,4,5,4,1,4,1,1,0
"1077","SD_4_04_M","SD_4_02_W",4,0,0,0,3,4,3,2,3,3,4,4,2,3,1,3,4,2,4,2,1,0,3,4,3,2,3,3,4,4,2,3,1,3,4,2,4,2,1,0
"1078","SD_4_04_M","SD_4_03_W",4,0,0,0,5,3,3,4,4,4,4,2,1,3,3,4,4,2,5,1,1,0,5,3,3,4,4,4,4,2,1,3,3,4,4,2,5,1,1,0
"1079","SD_4_04_W","SD_4_04_M",4,0,0,0,4,3,3,2,3,5,5,2,2,4,3,4,4,4,5,1,1,0,4,3,3,2,3,5,5,2,2,4,3,4,4,4,5,1,1,0
"1080","SD_4_04_W","SD_4_03_M",4,0,0,0,3,4,3,2,2,3,3,2,3,3,3,4,3,3,3,1,1,0,3,4,3,2,2,3,3,2,3,3,3,4,3,3,3,1,1,0
"1081","SD_4_04_W","SD_4_02_M",4,0,0,0,4,3,3,5,4,4,4,2,2,4,3,5,4,4,5,3,2,1,4,3,3,5,4,4,4,2,2,4,3,5,4,4,5,3,2,1
"1082","SD_4_04_W","SD_4_01_M",4,0,0,0,3,5,4,4,2,3,3,5,5,4,2,2,3,2,3,1,1,0,3,5,4,4,2,3,3,5,5,4,2,2,3,2,3,1,1,0
"1083","SD_4_04_W","SD_4_14_M",4,0,0,0,5,3,3,3,5,4,4,3,3,4,5,3,3,2,3,1,1,0,5,3,3,3,5,4,4,3,3,4,5,3,3,2,3,1,1,0
"1084","SD_4_04_W","SD_4_13_M",4,0,0,0,4,5,4,5,3,4,3,5,4,4,2,3,5,3,4,1,1,1,4,5,4,5,3,4,3,5,4,4,2,3,5,3,4,1,1,1
"1085","SD_4_04_W","SD_4_12_M",4,0,0,0,4,3,3,3,3,3,4,3,3,2,3,2,2,2,2,1,1,0,4,3,3,3,3,3,4,3,3,2,3,2,2,2,2,1,1,0
"1086","SD_4_04_W","SD_4_11_M",4,0,0,0,3,5,4,1,2,3,3,5,4,4,4,4,2,2,3,1,1,0,3,5,4,1,2,3,3,5,4,4,4,4,2,2,3,1,1,0
"1087","SD_4_04_W","SD_4_10_M",4,0,1,0,4,3,3,2,3,4,4,3,3,4,3,5,3,4,4,1,1,0,4,3,3,2,3,4,4,3,3,4,3,5,3,4,4,1,1,0
"1088","SD_4_04_W","SD_4_09_M",4,0,0,0,5,3,3,5,3,4,4,3,3,5,3,5,5,4,5,1,1,0,5,3,3,5,3,4,4,3,3,5,3,5,5,4,5,1,1,0
"1089","SD_4_04_W","SD_4_08_M",4,0,0,0,4,3,3,3,3,3,4,3,3,3,3,3,4,5,3,3,1,0,4,3,3,3,3,3,4,3,3,3,3,3,4,5,3,3,1,0
"1090","SD_4_04_W","SD_4_07_M",4,0,0,0,4,4,3,4,3,5,4,4,3,4,3,4,4,2,5,1,1,0,4,4,3,4,3,5,4,4,3,4,3,4,4,2,5,1,1,0
"1091","SD_4_04_W","SD_4_06_M",4,0,0,0,4,3,3,5,3,3,5,3,3,5,3,4,3,4,4,2,1,1,4,3,3,5,3,3,5,3,3,5,3,4,3,4,4,2,1,1
"1092","SD_4_04_W","SD_4_05_M",4,0,0,0,4,4,3,2,3,3,3,3,3,3,3,3,2,2,2,1,1,0,4,4,3,2,3,3,3,3,3,3,3,3,2,2,2,1,1,0
"1093","SD_4_05_M","SD_4_05_W",4,0,0,0,4,2,4,5,3,4,3,2,4,5,3,4,4,2,4,2,2,0,4,2,4,5,3,4,3,2,4,5,3,4,4,2,4,2,2,0
"1094","SD_4_05_M","SD_4_06_W",4,0,0,0,2,2,3,4,3,2,3,3,3,5,4,3,3,3,3,3,2,0,2,2,3,4,3,2,3,3,3,5,4,3,3,3,3,3,2,0
"1095","SD_4_05_M","SD_4_07_W",4,0,0,0,4,3,3,3,4,5,4,3,3,3,4,4,4,4,4,3,3,1,4,3,3,3,4,5,4,3,3,3,4,4,4,4,4,3,3,1
"1096","SD_4_05_M","SD_4_08_W",4,0,0,0,4,3,2,2,3,4,4,4,3,3,3,3,4,4,4,4,4,1,4,3,2,2,3,4,4,4,3,3,3,3,4,4,4,4,4,1
"1097","SD_4_05_M","SD_4_09_W",4,0,0,0,3,2,3,2,2,3,4,3,3,4,4,3,2,4,2,4,2,0,3,2,3,2,2,3,4,3,3,4,4,3,2,4,2,4,2,0
"1098","SD_4_05_M","SD_4_10_W",4,0,0,0,4,3,4,4,4,5,4,3,4,4,4,5,4,5,5,5,5,1,4,3,4,4,4,5,4,3,4,4,4,5,4,5,5,5,5,1
"1099","SD_4_05_M","SD_4_11_W",4,0,0,0,4,3,3,5,4,4,4,4,4,4,3,3,4,4,4,4,3,1,4,3,3,5,4,4,4,4,4,4,3,3,4,4,4,4,3,1
"1100","SD_4_05_M","SD_4_13_W",4,0,0,0,4,2,2,3,4,4,4,3,3,3,4,4,3,4,4,4,4,1,4,2,2,3,4,4,4,3,3,3,4,4,3,4,4,4,4,1
"1101","SD_4_05_M","SD_4_01_W",4,0,0,0,4,2,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,1,4,2,3,3,4,4,4,4,3,3,4,4,4,4,4,4,3,1
"1102","SD_4_05_M","SD_4_02_W",4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,1
"1103","SD_4_05_M","SD_4_03_W",4,0,0,0,5,3,3,5,4,4,5,3,3,5,4,4,4,3,4,3,3,0,5,3,3,5,4,4,5,3,3,5,4,4,4,3,4,3,3,0
"1104","SD_4_05_M","SD_4_04_W",4,0,0,0,3,3,3,4,2,2,4,3,3,4,2,3,3,2,3,2,2,0,3,3,3,4,2,2,4,3,3,4,2,3,3,2,3,2,2,0
"1105","SD_4_05_W","SD_4_05_M",4,0,0,0,4,4,3,4,4,5,5,4,4,5,3,4,3,4,5,2,3,1,4,4,3,4,4,5,5,4,4,5,3,4,3,4,5,2,3,1
"1106","SD_4_05_W","SD_4_04_M",4,0,0,0,3,3,2,2,3,3,4,3,3,5,2,1,2,2,3,1,1,0,3,3,2,2,3,3,4,3,3,5,2,1,2,2,3,1,1,0
"1107","SD_4_05_W","SD_4_03_M",4,0,0,0,4,4,3,2,4,3,2,3,2,4,3,4,4,4,4,2,2,0,4,4,3,2,4,3,2,3,2,4,3,4,4,4,4,2,2,0
"1108","SD_4_05_W","SD_4_02_M",4,0,0,0,2,4,4,3,3,4,2,4,3,3,4,3,5,4,5,4,4,1,2,4,4,3,3,4,2,4,3,3,4,3,5,4,5,4,4,1
"1109","SD_4_05_W","SD_4_01_M",4,0,0,0,5,2,3,4,3,2,4,4,2,4,2,2,4,3,5,3,3,1,5,2,3,4,3,2,4,4,2,4,2,2,4,3,5,3,3,1
"1110","SD_4_05_W","SD_4_14_M",4,0,0,0,4,3,4,5,4,5,2,2,2,4,4,5,4,3,3,2,1,0,4,3,4,5,4,5,2,2,2,4,4,5,4,3,3,2,1,0
"1111","SD_4_05_W","SD_4_13_M",4,0,0,0,2,4,4,3,3,3,2,5,5,2,3,4,2,2,2,1,1,0,2,4,4,3,3,3,2,5,5,2,3,4,2,2,2,1,1,0
"1112","SD_4_05_W","SD_4_12_M",4,1,1,1,4,4,3,4,3,4,2,4,2,2,3,4,5,3,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","SD_4_05_W","SD_4_11_M",4,0,0,0,2,4,3,2,1,2,4,3,3,4,4,4,1,1,2,1,1,0,2,4,3,2,1,2,4,3,3,4,4,4,1,1,2,1,1,0
"1114","SD_4_05_W","SD_4_10_M",4,0,0,0,4,3,3,4,4,4,4,3,3,3,4,4,3,4,4,3,2,1,4,3,3,4,4,4,4,3,3,3,4,4,3,4,4,3,2,1
"1115","SD_4_05_W","SD_4_09_M",4,0,0,0,4,2,4,5,4,4,4,4,4,5,3,3,5,4,5,4,4,1,4,2,4,5,4,4,4,4,4,5,3,3,5,4,5,4,4,1
"1116","SD_4_05_W","SD_4_08_M",4,0,0,0,4,2,2,4,3,3,3,3,3,4,4,3,3,3,3,2,2,0,4,2,2,4,3,3,3,3,3,4,4,3,3,3,3,2,2,0
"1117","SD_4_05_W","SD_4_07_M",4,0,0,0,2,4,4,3,4,3,4,3,3,2,2,4,2,2,3,1,1,0,2,4,4,3,4,3,4,3,3,2,2,4,2,2,3,1,1,0
"1118","SD_4_05_W","SD_4_06_M",4,0,0,0,3,4,4,3,2,3,3,3,3,3,3,3,2,2,3,2,2,0,3,4,4,3,2,3,3,3,3,3,3,3,2,2,3,2,2,0
"1119","SD_4_06_M","SD_4_06_W",4,0,0,0,4,4,4,4,3,3,3,3,3,4,3,3,4,3,5,3,4,1,4,4,4,4,3,3,3,3,3,4,3,3,4,3,5,3,4,1
"1120","SD_4_06_M","SD_4_07_W",4,0,0,0,3,2,3,4,4,3,3,3,3,3,4,3,4,2,3,2,2,0,3,2,3,4,4,3,3,3,3,3,4,3,4,2,3,2,2,0
"1121","SD_4_06_M","SD_4_08_W",4,0,0,0,3,3,2,2,2,3,4,3,3,2,2,2,3,3,3,1,1,0,3,3,2,2,2,3,4,3,3,2,2,2,3,3,3,1,1,0
"1122","SD_4_06_M","SD_4_09_W",4,0,1,0,3,2,3,2,3,4,3,4,3,3,3,4,2,3,3,2,2,0,3,2,3,2,3,4,3,4,3,3,3,4,2,3,3,2,2,0
"1123","SD_4_06_M","SD_4_10_W",4,1,1,0,4,3,3,4,3,4,3,3,3,4,3,4,3,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","SD_4_06_M","SD_4_11_W",4,0,0,0,4,3,3,5,4,4,3,3,3,5,4,4,4,3,4,2,2,0,4,3,3,5,4,4,3,3,3,5,4,4,4,3,4,2,2,0
"1125","SD_4_06_M","SD_4_13_W",4,0,0,0,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,2,1,0,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,2,1,0
"1126","SD_4_06_M","SD_4_01_W",4,0,0,0,4,3,3,3,4,5,4,3,3,3,4,5,4,3,4,2,2,0,4,3,3,3,4,5,4,3,3,3,4,5,4,3,4,2,2,0
"1127","SD_4_06_M","SD_4_02_W",4,0,0,0,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,2,0,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,2,0
"1128","SD_4_06_M","SD_4_03_W",4,0,0,0,4,3,3,5,4,4,4,3,3,5,4,4,4,3,4,2,2,0,4,3,3,5,4,4,4,3,3,5,4,4,4,3,4,2,2,0
"1129","SD_4_06_M","SD_4_04_W",4,0,0,0,4,3,3,4,3,4,4,3,3,4,4,3,4,4,4,3,3,1,4,3,3,4,3,4,4,3,3,4,4,3,4,4,4,3,3,1
"1130","SD_4_06_M","SD_4_05_W",4,0,0,0,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,2,3,1,4,3,3,4,4,4,3,3,3,3,3,3,4,3,4,2,3,1
"1131","SD_4_06_W","SD_4_06_M",4,0,0,0,4,3,3,5,4,4,3,2,2,5,3,3,3,4,4,1,1,0,4,3,3,5,4,4,3,2,2,5,3,3,3,4,4,1,1,0
"1132","SD_4_06_W","SD_4_05_M",4,0,0,0,3,4,3,4,4,3,1,4,2,4,2,3,4,4,4,2,1,0,3,4,3,4,4,3,1,4,2,4,2,3,4,4,4,2,1,0
"1133","SD_4_06_W","SD_4_04_M",4,0,0,0,5,4,3,3,5,5,5,2,2,2,3,5,2,3,3,1,1,0,5,4,3,3,5,5,5,2,2,2,3,5,2,3,3,1,1,0
"1134","SD_4_06_W","SD_4_03_M",4,0,0,0,4,4,3,5,4,4,3,2,2,2,3,2,2,2,4,1,1,0,4,4,3,5,4,4,3,2,2,2,3,2,2,2,4,1,1,0
"1135","SD_4_06_W","SD_4_02_M",4,0,0,0,4,4,3,5,4,4,3,4,2,5,3,5,4,5,5,4,2,1,4,4,3,5,4,4,3,4,2,5,3,5,4,5,5,4,2,1
"1136","SD_4_06_W","SD_4_01_M",4,0,0,0,4,5,4,5,4,4,2,5,4,5,3,4,3,2,4,1,1,0,4,5,4,5,4,4,2,5,4,5,3,4,3,2,4,1,1,0
"1137","SD_4_06_W","SD_4_14_M",4,1,1,1,3,5,5,4,4,3,5,5,5,4,4,3,5,4,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","SD_4_06_W","SD_4_13_M",4,0,0,0,4,5,5,4,4,4,3,5,5,4,2,2,3,3,4,1,1,0,4,5,5,4,4,4,3,5,5,4,2,2,3,3,4,1,1,0
"1139","SD_4_06_W","SD_4_12_M",4,1,1,1,4,3,3,4,5,4,4,2,2,4,3,4,4,4,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","SD_4_06_W","SD_4_11_M",4,0,0,0,2,4,4,3,3,3,2,4,3,2,2,3,3,2,3,1,1,0,2,4,4,3,3,3,2,4,3,2,2,3,3,2,3,1,1,0
"1141","SD_4_06_W","SD_4_10_M",4,0,1,0,4,3,3,4,4,5,4,2,2,3,3,4,4,4,4,2,1,1,4,3,3,4,4,5,4,2,2,3,3,4,4,4,4,2,1,1
"1142","SD_4_06_W","SD_4_09_M",4,0,0,0,4,3,3,5,4,4,4,2,2,5,3,4,5,3,4,1,2,0,4,3,3,5,4,4,4,2,2,5,3,4,5,3,4,1,2,0
"1143","SD_4_06_W","SD_4_08_M",4,0,0,0,4,2,3,4,5,5,3,2,2,3,3,5,3,5,4,3,1,1,4,2,3,4,5,5,3,2,2,3,3,5,3,5,4,3,1,1
"1144","SD_4_06_W","SD_4_07_M",4,0,1,0,5,3,3,3,4,4,5,1,1,2,2,3,5,1,4,1,1,0,5,3,3,3,4,4,5,1,1,2,2,3,5,1,4,1,1,0
"1145","SD_4_07_M","SD_4_07_W",4,0,1,0,4,3,3,5,4,5,4,5,4,3,3,4,4,4,5,1,4,1,4,3,3,5,4,5,4,5,4,3,3,4,4,4,5,1,4,1
"1146","SD_4_07_M","SD_4_08_W",4,0,0,0,4,4,2,3,3,4,3,4,3,3,2,2,4,5,4,1,3,1,4,4,2,3,3,4,3,4,3,3,2,2,4,5,4,1,3,1
"1147","SD_4_07_M","SD_4_09_W",4,1,1,0,3,4,3,4,3,2,4,2,2,2,2,4,4,4,4,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","SD_4_07_M","SD_4_10_W",4,0,0,0,4,3,3,4,4,5,4,3,3,3,3,5,4,5,5,1,5,1,4,3,3,4,4,5,4,3,3,3,3,5,4,5,5,1,5,1
"1149","SD_4_07_M","SD_4_11_W",4,0,0,0,5,4,3,3,4,5,4,2,1,1,3,4,5,4,5,1,3,0,5,4,3,3,4,5,4,2,1,1,3,4,5,4,5,1,3,0
"1150","SD_4_07_M","SD_4_13_W",4,0,0,0,4,4,3,4,5,4,2,2,2,4,4,4,4,5,5,1,5,1,4,4,3,4,5,4,2,2,2,4,4,4,4,5,5,1,5,1
"1151","SD_4_07_M","SD_4_01_W",4,0,0,0,4,5,4,3,3,3,3,4,3,2,2,2,5,5,5,1,5,1,4,5,4,3,3,3,3,4,3,2,2,2,5,5,5,1,5,1
"1152","SD_4_07_M","SD_4_02_W",4,0,0,0,4,3,4,4,5,5,2,1,3,3,5,5,5,5,5,1,5,1,4,3,4,4,5,5,2,1,3,3,5,5,5,5,5,1,5,1
"1153","SD_4_07_M","SD_4_03_W",4,0,0,0,5,3,3,4,4,4,5,2,2,4,4,4,4,4,5,1,3,0,5,3,3,4,4,4,5,2,2,4,4,4,4,4,5,1,3,0
"1154","SD_4_07_M","SD_4_04_W",4,0,0,0,4,3,4,5,4,4,3,2,3,5,4,4,5,4,5,1,3,0,4,3,4,5,4,4,3,2,3,5,4,4,5,4,5,1,3,0
"1155","SD_4_07_M","SD_4_05_W",4,0,1,0,4,3,3,4,4,5,4,2,2,4,4,4,5,4,5,1,3,1,4,3,3,4,4,5,4,2,2,4,4,4,5,4,5,1,3,1
"1156","SD_4_07_M","SD_4_06_W",4,0,1,0,4,3,3,4,5,5,3,2,2,4,5,5,5,4,5,1,3,0,4,3,3,4,5,5,3,2,2,4,5,5,5,4,5,1,3,0
"1157","SD_4_07_W","SD_4_07_M",4,0,1,0,4,2,4,2,3,4,2,5,4,4,3,4,4,3,4,1,2,0,4,2,4,2,3,4,2,5,4,4,3,4,4,3,4,1,2,0
"1158","SD_4_07_W","SD_4_06_M",4,0,0,0,2,5,5,2,3,1,4,4,4,3,3,4,2,4,3,3,1,0,2,5,5,2,3,1,4,4,4,3,3,4,2,4,3,3,1,0
"1159","SD_4_07_W","SD_4_05_M",4,0,0,0,4,3,4,3,3,4,3,3,3,3,3,4,4,2,3,1,2,0,4,3,4,3,3,4,3,3,3,3,3,4,4,2,3,1,2,0
"1160","SD_4_07_W","SD_4_04_M",4,0,0,0,2,3,3,2,1,1,3,3,3,3,4,4,1,2,1,1,1,0,2,3,3,2,1,1,3,3,3,3,4,4,1,2,1,1,1,0
"1161","SD_4_07_W","SD_4_03_M",4,0,0,0,4,3,4,3,4,4,3,3,3,3,4,5,5,4,4,3,4,1,4,3,4,3,4,4,3,3,3,3,4,5,5,4,4,3,4,1
"1162","SD_4_07_W","SD_4_02_M",4,0,0,0,5,4,4,5,5,5,4,4,3,5,5,5,5,5,5,5,5,1,5,4,4,5,5,5,4,4,3,5,5,5,5,5,5,5,5,1
"1163","SD_4_07_W","SD_4_01_M",4,0,0,0,5,5,5,3,5,4,4,5,4,3,4,4,5,4,5,4,4,1,5,5,5,3,5,4,4,5,4,3,4,4,5,4,5,4,4,1
"1164","SD_4_07_W","SD_4_14_M",4,0,0,0,5,4,5,5,5,5,4,4,4,4,3,4,4,3,4,2,2,0,5,4,5,5,5,5,4,4,4,4,3,4,4,3,4,2,2,0
"1165","SD_4_07_W","SD_4_13_M",4,0,0,0,3,5,5,3,3,3,3,5,5,3,4,4,3,2,3,2,1,0,3,5,5,3,3,3,3,5,5,3,4,4,3,2,3,2,1,0
"1166","SD_4_07_W","SD_4_12_M",4,0,0,0,4,4,4,3,3,4,3,3,3,3,3,3,2,2,2,1,1,0,4,4,4,3,3,4,3,3,3,3,3,3,2,2,2,1,1,0
"1167","SD_4_07_W","SD_4_11_M",4,0,0,0,1,4,3,2,2,1,5,3,3,3,3,4,1,2,1,1,1,0,1,4,3,2,2,1,5,3,3,3,3,4,1,2,1,1,1,0
"1168","SD_4_07_W","SD_4_10_M",4,0,0,0,4,4,4,5,4,4,5,4,4,4,4,4,4,3,3,2,1,0,4,4,4,5,4,4,5,4,4,4,4,4,4,3,3,2,1,0
"1169","SD_4_07_W","SD_4_09_M",4,1,1,1,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","SD_4_07_W","SD_4_08_M",4,0,0,0,5,4,3,5,5,4,4,3,4,4,5,4,4,4,5,4,1,0,5,4,3,5,5,4,4,3,4,4,5,4,4,4,5,4,1,0
"1171","SD_4_08_M","SD_4_08_W",4,0,0,0,4,3,3,4,4,2,2,1,1,3,2,2,3,4,4,1,1,0,4,3,3,4,4,2,2,1,1,3,2,2,3,4,4,1,1,0
"1172","SD_4_08_M","SD_4_09_W",4,0,0,0,4,3,3,2,2,3,3,2,3,2,1,2,2,3,3,3,1,0,4,3,3,2,2,3,3,2,3,2,1,2,2,3,3,3,1,0
"1173","SD_4_08_M","SD_4_10_W",4,1,1,1,5,4,3,4,5,4,4,4,3,4,5,4,4,5,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","SD_4_08_M","SD_4_11_W",4,0,0,0,4,4,3,4,4,3,3,2,1,2,2,2,4,2,2,1,1,0,4,4,3,4,4,3,3,2,1,2,2,2,4,2,2,1,1,0
"1175","SD_4_08_M","SD_4_13_W",4,0,0,0,3,2,2,3,4,3,1,1,1,1,2,1,2,3,2,2,1,0,3,2,2,3,4,3,1,1,1,1,2,1,2,3,2,2,1,0
"1176","SD_4_08_M","SD_4_01_W",4,0,0,0,4,5,3,3,3,3,2,4,3,1,2,2,3,1,2,1,1,0,4,5,3,3,3,3,2,4,3,1,2,2,3,1,2,1,1,0
"1177","SD_4_08_M","SD_4_02_W",4,0,0,0,4,3,3,3,2,2,3,2,1,1,3,2,4,1,4,1,1,0,4,3,3,3,2,2,3,2,1,1,3,2,4,1,4,1,1,0
"1178","SD_4_08_M","SD_4_03_W",4,0,0,0,3,2,3,4,2,2,1,1,1,2,2,2,4,1,3,1,1,0,3,2,3,4,2,2,1,1,1,2,2,2,4,1,3,1,1,0
"1179","SD_4_08_M","SD_4_04_W",4,0,0,0,3,2,3,3,3,3,2,1,1,1,1,1,5,2,3,1,1,0,3,2,3,3,3,3,2,1,1,1,1,1,5,2,3,1,1,0
"1180","SD_4_08_M","SD_4_05_W",4,0,0,0,4,3,3,5,4,5,2,1,1,2,3,3,4,2,3,1,1,0,4,3,3,5,4,5,2,1,1,2,3,3,4,2,3,1,1,0
"1181","SD_4_08_M","SD_4_06_W",4,0,0,0,3,3,3,4,4,3,1,1,1,2,1,2,4,2,3,1,1,0,3,3,3,4,4,3,1,1,1,2,1,2,4,2,3,1,1,0
"1182","SD_4_08_M","SD_4_07_W",4,0,0,0,5,3,3,4,3,4,4,1,1,1,3,2,4,1,3,1,1,0,5,3,3,4,3,4,4,1,1,1,3,2,4,1,3,1,1,0
"1183","SD_4_08_W","SD_4_08_M",4,0,0,0,5,3,4,5,5,5,4,3,4,5,5,4,2,3,4,2,2,0,5,3,4,5,5,5,4,3,4,5,5,4,2,3,4,2,2,0
"1184","SD_4_08_W","SD_4_07_M",4,0,0,0,3,4,1,2,3,4,3,4,1,1,2,2,4,2,5,1,5,1,3,4,1,2,3,4,3,4,1,1,2,2,4,2,5,1,5,1
"1185","SD_4_08_W","SD_4_06_M",4,0,0,0,4,3,2,5,2,3,3,4,1,5,3,2,5,4,5,4,5,1,4,3,2,5,2,3,3,4,1,5,3,2,5,4,5,4,5,1
"1186","SD_4_08_W","SD_4_05_M",4,0,0,0,3,5,4,2,4,4,3,5,4,3,4,5,1,3,5,1,1,0,3,5,4,2,4,4,3,5,4,3,4,5,1,3,5,1,1,0
"1187","SD_4_08_W","SD_4_04_M",4,0,0,0,2,2,4,3,2,3,2,4,4,4,2,1,1,5,5,5,4,1,2,2,4,3,2,3,2,4,4,4,2,1,1,5,5,5,4,1
"1188","SD_4_08_W","SD_4_03_M",4,0,0,0,5,4,3,2,4,4,5,4,3,5,4,5,4,3,5,4,4,1,5,4,3,2,4,4,5,4,3,5,4,5,4,3,5,4,4,1
"1189","SD_4_08_W","SD_4_02_M",4,0,0,0,4,2,4,4,5,4,4,1,4,3,4,4,4,1,3,1,2,0,4,2,4,4,5,4,4,1,4,3,4,4,4,1,3,1,2,0
"1190","SD_4_08_W","SD_4_01_M",4,0,0,0,5,5,1,4,3,4,5,5,4,4,3,4,4,2,3,2,1,0,5,5,1,4,3,4,5,5,4,4,3,4,4,2,3,2,1,0
"1191","SD_4_08_W","SD_4_14_M",4,0,0,0,2,3,3,4,4,3,3,2,2,4,4,5,2,1,2,1,1,0,2,3,3,4,4,3,3,2,2,4,4,5,2,1,2,1,1,0
"1192","SD_4_08_W","SD_4_13_M",4,0,0,0,4,4,5,4,3,2,1,2,1,2,2,2,5,2,4,1,1,0,4,4,5,4,3,2,1,2,1,2,2,2,5,2,4,1,1,0
"1193","SD_4_08_W","SD_4_12_M",4,0,0,0,2,3,4,4,3,4,2,4,2,3,2,4,2,1,4,2,1,0,2,3,4,4,3,4,2,4,2,3,2,4,2,1,4,2,1,0
"1194","SD_4_08_W","SD_4_11_M",4,0,0,0,2,3,4,3,2,3,4,5,3,3,2,3,2,1,2,1,1,0,2,3,4,3,2,3,4,5,3,3,2,3,2,1,2,1,1,0
"1195","SD_4_08_W","SD_4_10_M",4,0,0,0,3,5,4,5,2,3,1,5,4,5,2,5,2,2,4,1,1,0,3,5,4,5,2,3,1,5,4,5,2,5,2,2,4,1,1,0
"1196","SD_4_08_W","SD_4_09_M",4,0,0,0,2,3,2,5,2,3,5,3,1,5,2,3,1,1,1,1,1,0,2,3,2,5,2,3,5,3,1,5,2,3,1,1,1,1,1,0
"1197","SD_4_09_M","SD_4_09_W",4,0,0,0,3,5,5,3,4,3,4,5,4,3,4,4,4,4,4,3,4,0,3,5,5,3,4,3,4,5,4,3,4,4,4,4,4,3,4,0
"1198","SD_4_09_M","SD_4_10_W",4,0,0,0,4,4,4,3,4,4,2,3,2,3,4,5,4,5,5,5,4,1,4,4,4,3,4,4,2,3,2,3,4,5,4,5,5,5,4,1
"1199","SD_4_09_M","SD_4_11_W",4,0,0,0,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,5,5,1,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,5,5,1
"1200","SD_4_09_M","SD_4_13_W",4,0,0,0,2,4,3,3,3,2,3,3,2,2,2,4,2,4,4,4,3,0,2,4,3,3,3,2,3,3,2,2,2,4,2,4,4,4,3,0
"1201","SD_4_09_M","SD_4_01_W",4,0,0,0,3,5,4,3,3,4,5,5,4,4,3,4,4,3,5,2,4,1,3,5,4,3,3,4,5,5,4,4,3,4,4,3,5,2,4,1
"1202","SD_4_09_M","SD_4_02_W",4,0,0,0,3,4,3,4,3,4,4,4,3,5,3,4,4,2,5,1,2,1,3,4,3,4,3,4,4,4,3,5,3,4,4,2,5,1,2,1
