"","code","female","verb_sum","num_sum","spat_sum","mean_max3orig","mean_fluency","TEKintra_mean","TEKinter_mean","SEverb_mean","SEnum_mean","SEspat_mean","SEcrea_mean","SEintra_mean","SEinter_mean","PEverb_mean","PEnum_mean","PEspat_mean","PEcrea_mean","PEintra_mean","PEinter_mean","verb_t_mean","num_t_mean","spat_t_mean","crea_t_mean","intra_t_mean","inter_t_mean","verb_t_eff","num_t_eff","spat_t_eff","crea_t_eff","intra_t_eff","inter_t_eff","obs_verb_t_mean","obs_num_t_mean","obs_spat_t_mean","obs_crea_t_mean","obs_intra_t_mean","obs_inter_t_mean","obs_verb_t_eff","obs_num_t_eff","obs_spat_t_eff","obs_crea_t_eff","obs_intra_t_eff","obs_inter_t_eff","SSWK_verbal","SSWK_numeric","SSWK_spatial","SSWK_crea","SSWK_intra","SSWK_inter","verb01_k","verb02_k","verb03_k","verb04_k","verb05_k","verb06_k","verb07_k","verb08_k","verb09_k","verb10_k","verb11_k","verb12_k","verb13_k","verb14_k","verb15_k","verb16_k","verb17_k","verb18_k","verb19_k","verb20_k","num01_k","num02_k","num03_k","num04_k","num05_k","num06_k","num07_k","num08_k","num09_k","num10_k","num11_k","num12_k","num13_k","num14_k","num15_k","num16_k","num17_k","num18_k","num19_k","num20_k","spat01_k","spat02_k","spat03_k","spat04_k","spat05_k","spat06_k","spat07_k","spat08_k","spat09_k","spat10_k","spat11_k","spat12_k","spat13_k","spat14_k","spat15_k","spat16_k","spat17_k","spat18_k","spat19_k","spat20_k","bottle_max3","umbrella_max3","shoe_max3","bottle_fluency","umbrella_fluency","shoe_fluency","TEKintra1r","TEKintra2r","TEKintra3r","TEKintra4r","TEKintra5r","TEKintra6r","TEKintra7r","TEKintra8r","TEKintra9r","TEKintra10r","TEKintra11r","TEKintra12r","TEKintra13r","TEKintra14r","TEKintra15r","TEKintra16r","TEKintra17r","TEKintra18r","TEKinter1r","TEKinter2r","TEKinter3r","TEKinter4r","TEKinter5r","TEKinter6r","TEKinter7r","TEKinter8r","TEKinter9r","TEKinter10r","TEKinter11r","TEKinter12r","TEKinter13r","TEKinter14r","TEKinter15r","TEKinter16r","TEKinter17r","TEKinter18r","TEKinter19r","TEKinter20r","TEKinter21r","TEKinter22r","TEKinter23r","TEKinter24r","SE_verbal_1","SE_verbal_2","SE_verbal_3","SE_verbal_4","SE_verbal_5","SE_verbal_6","SE_verbal_7","SE_verbal_8","SE_verbal_9","SE_verbal_10","SE_numeric_1","SE_numeric_2","SE_numeric_3","SE_numeric_4","SE_numeric_5","SE_numeric_6","SE_numeric_7","SE_numeric_8","SE_numeric_9","SE_spatial_1","SE_spatial_2","SE_spatial_3","SE_spatial_4","SE_spatial_5","SE_spatial_6","SE_spatial_7","SE_spatial_8","SE_spatial_9","SE_crea_1","SE_crea_2","SE_crea_3","SE_crea_4","SE_crea_5","SE_crea_6","SE_crea_7","SE_crea_8","SE_crea_9","SE_intra_1","SE_intra_2","SE_intra_3","SE_intra_4","SE_intra_5","SE_intra_6","SE_intra_7","SE_intra_8","SE_intra_9","SE_inter_1","SE_inter_2","SE_inter_3","SE_inter_4","SE_inter_5","SE_inter_6","SE_inter_7","SE_inter_8","SE_inter_9","PEverbal_1","PEverbal_2","PEverbal_3","PEverbal_4","PEverbal_5","PEverbal_6","PEverbal_7","PEverbal_8","PEverbal_9","PEverbal_10","PEnumeric_1","PEnumeric_2","PEnumeric_3","PEnumeric_4","PEnumeric_5","PEnumeric_6","PEnumeric_7","PEnumeric_8","PEnumeric_9","PEspatial_1","PEspatial_2","PEspatial_3","PEspatial_4","PEspatial_5","PEspatial_6","PEspatial_7","PEspatial_8","PEspatial_9","PEcrea_1","PEcrea_2","PEcrea_3","PEcrea_4","PEcrea_5","PEcrea_6","PEcrea_7","PEcrea_8","PEcrea_9","PEintra_1","PEintra_2","PEintra_3","PEintra_4","PEintra_5","PEintra_6","PEintra_7","PEintra_8","PEintra_9","PEinter_1","PEinter_2","PEinter_3","PEinter_4","PEinter_5","PEinter_6","PEinter_7","PEinter_8","PEinter_9","FE_verb_acq_s_1","FE_verb_acq_s_2","FE_verb_acq_s_3","FE_verb_acq_s_4","FE_verb_acq_s_5","FE_verb_acq_s_6","FE_verb_acq_s_7","FE_verb_acq_s_8","FE_verb_acq_s_9","FE_verb_acq_s_10","FE_verb_acq_s_11","FE_verb_acq_s_12","FE_verb_acq_s_13","FE_verb_acq_s_14","FE_verb_acq_s_15","FE_num_acq_s_1","FE_num_acq_s_2","FE_num_acq_s_3","FE_num_acq_s_4","FE_num_acq_s_5","FE_num_acq_s_6","FE_num_acq_s_7","FE_num_acq_s_8","FE_num_acq_s_9","FE_num_acq_s_10","FE_num_acq_s_11","FE_num_acq_s_12","FE_num_acq_s_13","FE_num_acq_s_14","FE_num_acq_s_15","FE_spat_acq_s_1","FE_spat_acq_s_2","FE_spat_acq_s_3","FE_spat_acq_s_4","FE_spat_acq_s_5","FE_spat_acq_s_6","FE_spat_acq_s_7","FE_spat_acq_s_8","FE_spat_acq_s_9","FE_spat_acq_s_10","FE_spat_acq_s_11","FE_spat_acq_s_12","FE_spat_acq_s_13","FE_spat_acq_s_14","FE_spat_acq_s_15","FE_crea_acq_s_1","FE_crea_acq_s_2","FE_crea_acq_s_3","FE_crea_acq_s_4","FE_crea_acq_s_5","FE_crea_acq_s_6","FE_crea_acq_s_7","FE_crea_acq_s_8","FE_crea_acq_s_9","FE_crea_acq_s_10","FE_crea_acq_s_11","FE_crea_acq_s_12","FE_crea_acq_s_13","FE_crea_acq_s_14","FE_crea_acq_s_15","FE_intra_acq_s_1","FE_intra_acq_s_2","FE_intra_acq_s_3","FE_intra_acq_s_4","FE_intra_acq_s_5","FE_intra_acq_s_6","FE_intra_acq_s_7","FE_intra_acq_s_8","FE_intra_acq_s_9","FE_intra_acq_s_10","FE_intra_acq_s_11","FE_intra_acq_s_12","FE_intra_acq_s_13","FE_intra_acq_s_14","FE_intra_acq_s_15","FE_inter_acq_s_1","FE_inter_acq_s_2","FE_inter_acq_s_3","FE_inter_acq_s_4","FE_inter_acq_s_5","FE_inter_acq_s_6","FE_inter_acq_s_7","FE_inter_acq_s_8","FE_inter_acq_s_9","FE_inter_acq_s_10","FE_inter_acq_s_11","FE_inter_acq_s_12","FE_inter_acq_s_13","FE_inter_acq_s_14","FE_inter_acq_s_15","Pfemale","PEiosscale","PA_mean","PA_1_W","PA_2_W","PA_3_M","PA_4_W","PA_5_W","PA_6_M","PA_7_W","PA_8_M","PA_9_M","PA_10_M","humor_t_mean","attract_t_mean","symp_t_mean","STR_t_mean","LTR_t_mean","Match_t_mean","humor_t_eff","attract_t_eff","symp_t_eff","STR_t_eff","LTR_t_eff","Match_t_eff","BFI_O_mean","BFI_C_mean","BFI_E_mean","BFI_A_mean","BFI_N_mean","DT_N_mean","DT_M_mean","DT_P_mean","SOI_R_B_mean","SOI_R_A_mean","SOI_R_D_mean","SOI_R_TOTAL_mean","SAPIO_mean","MV_mean","SBFI_1","SBFI_2","SBFI_3","SBFI_4","SBFI_5","SBFI_6","SBFI_7","SBFI_8","SBFI_9","SBFI_10","SBFI_11","SBFI_12","SBFI_13","SBFI_14","SBFI_15","SBFI_16","SBFI_17","SBFI_18","SBFI_19","SBFI_20","SBFI_21","SDD_M1","SDD_P1","SDD_N1","SDD_M2","SDD_P2","SDD_N2","SDD_M3","SDD_P3","SDD_N3","SDD_M4","SDD_P4","SDD_N4","SSOIRa_1","SSOIRa_2","SSOIRa_3","SSOIRb_4","SSOIRb_5","SSOIRb_6","SSOIRc_7","SSOIRc_8","SSOIRc_9","SMVSa_1","SMVSa_2","SMVSb_1","SMVSc_1","SSapioQ_SPQ1","SSapioQ_SPQ2","SSapioQ_SPQ4","SSapioQ_SPQ6","SSapioQ_SPQ8","SSapioQ_SPQ9"
"1","SD_1_02_W",1,8,7,11,1.61111111111111,5.33333333333333,3.22222222222222,3.16666666666667,2.3,3.55555555555556,3.66666666666667,3.88888888888889,3.44444444444444,3.55555555555556,2.3,4.33333333333333,4.88888888888889,3.11111111111111,3.88888888888889,3.44444444444444,3.46153846153846,3.92307692307692,3.69230769230769,3.07692307692308,3.46153846153846,3.69230769230769,-0.191522762951334,0.5149136577708,0.411605937921728,-0.237945727741646,-0.160554561717352,-0.182692307692307,3.15384615384615,3.07692307692308,2.23076923076923,2.69230769230769,2.84615384615385,3.38461538461538,-0.229874776386404,0.167039355992844,-0.478908188585608,-0.281453240636914,-0.427101967799642,-0.263640429338104,6,6,5,6,8,9,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1.94444444444444,1.61111111111111,1.27777777777778,7,4,5,2,2,3,4,3,2,4,2,4,4,4,4,3,3,4,2,4,4,2,4,2,4,4,4,4,4,3,2,3,4,2,4,4,4,4,4,3,2,2,2,4,1,2,3,2,2,2,3,3,2,2,2,3,4,4,3,3,4,3,4,4,5,4,4,3,4,3,4,2,4,2,4,5,4,5,4,4,3,4,4,3,4,3,3,4,3,4,3,4,4,4,3,4,3,4,3,3,2,2,2,3,3,2,3,2,2,2,4,5,5,5,4,5,2,5,4,5,5,5,4,5,5,5,5,5,2,4,1,4,4,2,4,5,2,4,4,3,4,4,5,4,4,3,4,4,4,2,3,3,5,3,3,3,4,3,3,4,3,3,4,5,3,2,4,4,3,4,4,4,4,5,4,3,3,3,4,4,4,3,4,4,5,5,3,3,4,4,3,4,5,4,5,3,3,4,3,3,3,4,3,3,2,5,5,1,3,1,4,2,2,3,3,3,4,3,3,4,4,3,4,4,4,4,4,3,3,3,3,4,3,3,4,5,3,3,3,4,3,4,3,5,3,1,5,2.4,3,3,3,1,2,3,3,2,2,2,4.07692307692308,3.53846153846154,4.30769230769231,3.30769230769231,2.53846153846154,0.692307692307692,0.466457960644007,0.358228980322004,0.252459749552773,0.726296958855098,0.259391771019678,0.288798920377868,3.4,3.75,2.75,4,2.75,6,4,3.75,1,5.66666666666667,3,3.22222222222222,3.16666666666667,3.5,4,2,4,2,3,3,4,2,3,3,4,2,3,3,4,4,2,4,3,4,3,5,3,7,4,4,7,4,5,6,3,3,4,1,1,1,5,6,4,3,3,3,4,3,3,4,3,4,2,3,3,4
"2","SD_1_02_M",0,5,14,14,1.51851851851852,7,3.5,2.66666666666667,3.2,3.11111111111111,3.88888888888889,3,3.66666666666667,3.77777777777778,1.7,1.88888888888889,2.22222222222222,2,2.55555555555556,2.33333333333333,2.71428571428571,3.64285714285714,4.14285714285714,2.5,3,2.78571428571429,-0.938775510204081,0.23469387755102,0.862155388471178,-0.814868804664723,-0.622093023255814,-1.08928571428571,3.64285714285714,2.78571428571429,3.57142857142857,3,2.92857142857143,3.21428571428571,0.259136212624585,-0.124169435215947,0.861751152073733,0.0262390670553936,-0.34468438538206,-0.433970099667774,3,5,6,6,8,7,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1.77777777777778,1.72222222222222,1.05555555555556,6,9,6,3,4,4,2,4,3,4,1,3,4,4,4,4,3,4,4,4,4,4,3,2,1,4,4,2,4,4,2,2,3,3,1,2,3,3,3,4,4,2,2,1,1,3,2,3,4,5,3,2,4,4,2,3,3,4,3,3,2,2,4,4,4,5,3,5,5,4,3,4,2,3,4,2,4,3,3,4,2,2,4,4,3,3,5,4,3,4,3,4,3,5,4,4,4,4,3,3,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,1,2,2,2,2,5,1,1,1,2,2,3,3,3,2,4,2,1,2,2,2,2,3,1,4,2,2,2,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,4,5,5,4,5,4,5,4,4,4,5,2,2,3,2,2,3,3,3,3,2,2,3,3,2,3,2,4,4,4,3,2,3,4,3,3,2,2,3,4,4,2,3,2,3,2,2,2,4,2,2,4,4,4,3,3,0,1,1.6,1,1,2,1,2,3,2,3,1,0,2.78571428571429,2.14285714285714,3.85714285714286,1.21428571428571,1.28571428571429,0,-0.824750830564784,-1.03737541528239,-0.198089700996678,-1.3671096345515,-0.993355481727575,-0.403508771929825,3.6,4,4,4.25,2.5,4.25,2.25,2.25,3,6.33333333333333,3.66666666666667,4.33333333333333,2.66666666666667,5.5,2,2,4,1,4,5,4,3,3,3,4,1,4,2,4,5,2,5,4,3,2,2,3,6,2,1,4,3,2,5,2,3,2,4,2,3,7,5,3,5,4,2,5,5,6,6,1,4,2,4,4,1
"3","SD_3_08_M",0,16,19,11,1.74074074074074,7,3.27777777777778,3.33333333333333,4,5,4.11111111111111,3.55555555555556,4.55555555555556,4.66666666666667,4.4,4.88888888888889,4.22222222222222,4.66666666666667,4,4.33333333333333,2.92857142857143,3.71428571428571,3.71428571428571,3.64285714285714,3.28571428571429,3.21428571428571,-0.867405582922824,0.266009852216749,0.411692054343351,0.211822660098522,-0.102216748768473,-0.420771756978653,3.21428571428571,3.57142857142857,3,3.64285714285714,3.35714285714286,3.5,-0.430222956234517,0.396141215106733,0.0287356321839081,0.484355701934953,0.147372742200329,-0.0574712643678161,9,10,9,9,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1.77777777777778,1.66666666666667,1.77777777777778,5,9,7,4,3,2,4,3,1,4,4,1,4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,1,3,3,4,3,4,4,3,4,4,4,4,3,3,2,2,4,2,4,5,5,3,5,4,2,4,4,4,5,5,5,5,5,5,5,5,5,3,4,5,4,5,4,4,4,4,2,3,3,5,5,3,5,3,3,5,5,5,5,4,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,4,5,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,4,4,4,5,5,5,4,4,5,5,4,5,4,4,5,4,4,5,3,3,4,5,5,4,4,5,4,4,4,4,3,3,4,3,3,3,3,2,3,4,3,3,2,3,3,3,5,4,3,3,3,5,3,4,4,5,3,4,3,5,4,4,3,2,4,4,3,2,3,4,4,3,3,4,4,5,4,4,4,4,4,3,4,2,5,3,3,5,3,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,2,4,4,2,4,3,3,3,3,3,4,3,3,3,1,5,1.9,1,2,3,1,4,1,4,1,2,0,2.85714285714286,2.28571428571429,3.21428571428571,1.28571428571429,1.21428571428571,0,-0.717569786535304,-0.94991789819376,-0.676518883415435,-1.16256157635468,-1.0299671592775,-0.347701149425287,4.6,4.25,4.5,3.75,3,1.5,1.25,3.5,1.33333333333333,3,3.66666666666667,2.66666666666667,3.5,5.5,1,3,5,3,5,3,5,3,2,5,1,2,4,4,3,5,3,5,1,5,1,1,6,2,1,1,1,2,2,2,1,5,1,2,1,1,1,1,3,1,4,6,6,5,5,6,3,4,2,4,5,3
"4","SD_7_06_M",0,14,17,16,1.66666666666667,9.66666666666667,3.27777777777778,3.08333333333333,3.4,3.22222222222222,2.77777777777778,3.88888888888889,3.22222222222222,3.33333333333333,4.4,4.33333333333333,3.77777777777778,4.44444444444444,3.55555555555556,4,3.09090909090909,3.90909090909091,3.36363636363636,2.27272727272727,2.81818181818182,3.27272727272727,-0.620028409090909,0.358309659090909,-0.0738636363636362,-1.06711647727273,-0.605347593582887,-0.546880570409982,2.81818181818182,3.63636363636364,3.45454545454545,2.72727272727273,3,3.45454545454545,-0.623224431818182,0.81283422459893,0.883679312813171,-0.175071022727273,-0.0859375,-0.153297682709447,9,6,5,8,8,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1.5,1.94444444444444,1.55555555555556,10,10,9,3,4,4,4,4,4,3,4,4,1,3,2,3,3,2,3,4,4,4,3,4,3,4,3,4,4,4,2,3,3,4,3,3,3,4,3,2,3,1,3,2,2,4,3,2,5,3,4,4,4,2,3,3,3,4,4,2,4,2,3,4,2,3,4,4,3,2,2,3,2,4,4,3,5,5,4,3,4,3,4,2,4,5,2,4,3,4,1,4,3,4,4,3,4,3,2,3,5,5,3,5,5,3,5,4,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,5,4,5,5,4,4,2,4,3,3,5,3,4,4,5,5,4,3,3,4,4,4,4,2,4,5,2,3,1,3,3,3,3,3,3,3,4,3,5,2,4,4,4,4,4,4,4,4,4,5,4,2,2,4,4,4,4,3,4,4,4,4,4,3,3,4,4,2,1,2,4,2,2,2,2,2,4,3,3,2,1,2,1,4,3,3,2,3,2,1,3,4,3,4,2,3,3,3,3,4,3,4,4,4,3,3,4,4,4,1,4,3,4,1,5,2.5,4,3,3,1,3,3,1,3,3,1,3,2.72727272727273,3.72727272727273,2,1.54545454545455,0.0909090909090909,-0.60546875,-0.382102272727273,-0.300071022727273,-0.20703125,-0.767045454545455,-0.362215909090909,4.4,2,2.75,3.75,2.75,6.5,4.25,2.5,6,7,3.33333333333333,5.44444444444444,2.16666666666667,4.5,4,2,3,4,4,5,3,4,4,5,4,2,2,3,4,2,2,1,2,4,1,3,2,7,5,1,8,7,2,8,2,5,3,4,7,7,8,5,2,6,2,2,4,4,4,6,3,2,2,2,3,1
"5","SD_1_03_M",0,11,19,11,1.5,10.6666666666667,3.44444444444444,3.54166666666667,3.7,4.44444444444444,3.66666666666667,3.55555555555556,4.88888888888889,4.66666666666667,3.5,3.11111111111111,3.33333333333333,2.44444444444444,4.22222222222222,3.77777777777778,3.75,3.25,3.5,3.25,3.33333333333333,4.16666666666667,0.0969387755102042,-0.158163265306122,0.219298245614035,-0.064868804664723,-0.288759689922481,0.291666666666667,3.83333333333333,2.91666666666667,2.75,2.66666666666667,3.33333333333333,3.83333333333333,0.449612403100776,0.0067829457364339,0.0403225806451615,-0.30709426627794,0.0600775193798451,0.185077519379845,10,9,2,3,10,10,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1.5,1.5,1.5,11,12,9,4,2,4,4,3,3,4,1,4,4,4,4,4,4,3,2,4,4,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,2,4,2,4,5,1,3,4,5,4,4,3,4,4,5,3,4,5,5,5,4,5,4,5,2,5,5,3,2,4,3,3,4,1,5,5,3,5,3,3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,3,4,2,4,3,5,3,4,3,4,2,3,4,3,4,3,2,4,3,2,3,3,4,3,3,4,4,4,2,2,2,1,3,3,4,3,2,4,5,4,5,3,5,4,3,5,4,3,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,5,3,5,4,5,4,3,4,4,4,2,2,4,4,3,4,2,4,4,4,3,4,3,3,4,4,4,3,3,4,3,4,3,4,4,2,4,2,4,4,3,4,2,4,2,5,4,2,2,4,3,5,4,4,4,1,2,3,5,3,3,4,5,1,3,1,5,4,5,3,4,5,5,4,4,5,3,3,4,4,4,5,0,5,3.3,2,4,5,1,3,4,2,5,4,3,3.75,3.5,4.16666666666667,2.33333333333333,2.25,0.5,0.13953488372093,0.319767441860465,0.111434108527132,-0.248062015503876,-0.0290697674418605,0.0964912280701755,2.6,4.5,5,4.5,1,6.75,6,1.5,5.66666666666667,7.66666666666667,6.66666666666667,6.66666666666667,3.16666666666667,4.5,1,2,4,1,5,5,4,1,5,2,1,1,4,1,2,5,1,5,1,2,4,5,3,9,5,1,9,9,1,8,5,1,1,5,7,5,9,7,3,7,7,6,4,4,5,5,2,3,2,4,4,4
"6","SD_2_09_M",0,13,15,15,1.5,8,3.22222222222222,3.25,4.1,3.11111111111111,4.22222222222222,3.44444444444444,3.66666666666667,4.11111111111111,3.8,3,3.77777777777778,3.44444444444444,3.33333333333333,3.88888888888889,4.11111111111111,3.55555555555556,3.44444444444444,3.55555555555556,3.77777777777778,4.44444444444444,0.229390681003584,0.0912698412698409,0.14228617106315,-0.0158730158730163,0.334920634920635,0.644444444444445,3.66666666666667,2.88888888888889,2.88888888888889,3,3.44444444444444,3.88888888888889,0.186522262334536,-0.298161470823342,-0.0820202020202019,-0.213768115942029,0.386473429951691,0.176658673061551,8,6,5,8,9,10,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1.5,1.66666666666667,1.33333333333333,8,10,6,3,4,4,2,3,3,4,2,3,1,4,4,4,4,3,4,2,4,3,4,2,4,4,4,4,4,3,2,4,3,3,3,4,3,4,4,2,2,4,2,4,2,4,4,3,5,4,5,5,4,3,4,2,3,3,4,4,3,3,3,3,4,5,5,4,5,4,4,3,4,3,4,3,3,4,3,4,4,3,4,2,3,4,3,5,4,4,4,4,5,3,4,4,5,4,4,4,4,5,4,4,4,3,4,3,4,3,2,2,3,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,2,5,3,3,3,4,3,4,3,4,4,3,5,4,4,3,4,4,4,4,5,4,5,3,5,3,4,5,4,4,4,4,4,3,3,3,5,4,3,3,3,4,5,3,4,3,3,4,5,4,3,3,3,3,5,5,3,3,3,3,3,4,4,2,3,5,3,4,3,3,4,5,2,2,2,5,4,4,4,4,4,4,2,5,4,4,4,4,4,4,5,4,5,3,5,5,5,5,5,5,4,5,5,5,4,5,4,4,0,7,2.8,4,3,4,1,4,2,3,4,3,0,4.22222222222222,3.33333333333333,4.22222222222222,2.22222222222222,2.22222222222222,0.375,0.586507936507937,0.147619047619048,0.200793650793651,-0.167063492063492,0.0365079365079368,0.00449640287769787,4,3,3.5,3.25,3.5,4.75,1.75,3,2.66666666666667,8.33333333333333,5.33333333333333,5.44444444444444,2.5,5.25,3,2,3,3,4,4,4,4,4,5,3,4,3,5,5,4,3,4,4,3,3,3,5,6,2,2,6,1,2,6,1,3,1,2,3,3,9,8,2,7,3,6,5,5,5,6,1,3,2,3,3,3
"7","SD_2_08_W",1,16,8,8,1.53703703703704,5.66666666666667,2.83333333333333,3.375,4,3,3.44444444444444,3.66666666666667,4,4.33333333333333,4.4,3.44444444444444,2.55555555555556,5,3.88888888888889,5,3.53846153846154,2.92307692307692,2.46153846153846,3.69230769230769,3.46153846153846,3.53846153846154,-0.343258891645989,-0.541208791208792,-0.840619811842833,0.120879120879121,0.0186813186813186,-0.261538461538461,3.07692307692308,3,2.84615384615385,3.46153846153846,3.23076923076923,3.61538461538462,-0.403221327409053,-0.18705035971223,-0.124755244755244,0.247770345596433,0.172798216276477,-0.0968456004427227,8,8,8,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1.66666666666667,1.38888888888889,1.55555555555556,5,6,6,1,1,3,4,3,2,4,3,3,1,2,4,2,2,4,4,4,4,1,4,4,3,4,3,4,4,2,2,4,4,3,4,4,3,4,3,3,4,4,3,4,3,4,4,4,3,4,3,5,5,5,3,3,3,4,4,2,3,2,3,3,4,2,5,3,2,3,5,3,4,4,4,5,4,3,3,3,2,5,5,4,3,4,3,4,4,5,4,4,4,5,5,4,5,4,4,4,5,4,5,5,5,4,4,4,5,3,3,3,3,3,5,4,4,3,3,5,3,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,4,3,4,3,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,2,3,4,3,4,3,2,3,4,3,3,4,4,2,3,3,2,4,3,2,2,3,2,4,3,2,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,2,1,3,5,5,5,4,4,4,4,3,3,4,5,5,3,4,2,4,3,5,2,4,2,3,2,4,4,4,4,4,3,3,4,4,4,3,5,2,3,3,2,2,3,3,4,1,7,0.6,0,1,1,0,1,0,1,1,0,1,2.92307692307692,1.84615384615385,3.76923076923077,1.46153846153846,1.15384615384615,0,-0.712637362637363,-1.33956043956044,-0.252197802197802,-0.927747252747253,-1.03186813186813,-0.370503597122302,4.4,3,4,3.5,3.25,4,1.75,1.75,1,1.66666666666667,2.66666666666667,1.77777777777778,3.66666666666667,4,3,5,5,2,4,5,5,5,4,4,2,2,3,5,5,4,2,3,4,5,2,2,2,6,2,1,7,2,1,2,1,3,1,1,1,1,3,1,9,2,3,3,4,3,4,5,3,4,3,4,4,4
"8","SD_1_03_W",1,10,17,5,1.24074074074074,8,2.72222222222222,2.875,3.6,4,1.66666666666667,4.66666666666667,4,5,3.9,4.22222222222222,3.33333333333333,4.44444444444444,3.44444444444444,4.55555555555556,3.69230769230769,3,2.69230769230769,3.61538461538462,3.84615384615385,4,0.0392464678178968,-0.408163265306122,-0.588394062078272,0.300515810719892,0.224060822898032,0.125,3.15384615384615,2.69230769230769,2.15384615384615,3.23076923076923,3.30769230769231,3.53846153846154,-0.229874776386404,-0.21757602862254,-0.555831265508685,0.257008297824624,0.0344364937388191,-0.10979427549195,8,8,7,9,10,10,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.38888888888889,1.05555555555556,1.27777777777778,7,6,11,3,2,3,4,3,1,4,1,4,2,1,4,4,3,4,2,3,1,4,3,4,4,4,2,3,4,4,2,3,3,1,1,1,3,4,3,2,3,1,3,4,3,3,3,4,5,3,4,5,3,2,4,4,4,4,5,4,4,4,4,3,3,1,1,1,1,3,1,3,1,5,5,4,5,5,5,5,4,4,5,5,3,2,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,4,3,4,4,4,4,4,4,4,5,4,5,3,3,4,4,3,3,4,3,3,4,4,4,5,5,4,5,5,4,4,2,4,3,4,3,3,4,4,5,4,5,5,4,4,5,4,5,5,4,5,4,3,4,4,4,5,4,4,4,3,5,4,3,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,4,3,3,5,4,3,3,3,4,5,4,5,4,4,3,4,3,4,4,4,4,3,2,3,5,3,4,5,5,5,5,4,4,4,3,4,2,4,4,2,3,4,5,1,5,1,1,2,1,0,1,0,1,2,1,1,3.30769230769231,2.23076923076923,3.53846153846154,1.84615384615385,1.61538461538462,0,-0.302772808586762,-0.949463327370304,-0.516771019677996,-0.735241502683363,-0.663685152057245,-0.403508771929825,5,2.75,5,3.5,3.75,5.75,8,4.25,5.66666666666667,4,8,5.88888888888889,4.83333333333333,4.75,1,4,4,1,5,5,5,5,2,5,1,3,3,5,5,5,2,3,5,5,1,7,9,9,9,4,8,9,3,5,7,1,1,3,7,7,2,8,8,8,8,8,5,5,4,5,5,5,5,4,5,5
